Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
Test,37629,57,retired,divorced,secondary,no,70,yes,no,unknown,16,may,122,1,-1,0,unknown,no
Test,37630,42,blue-collar,married,secondary,no,-921,yes,no,unknown,26,may,115,2,-1,0,unknown,no
Test,37631,53,blue-collar,single,primary,no,-137,yes,yes,unknown,28,may,72,1,-1,0,unknown,no
Test,37632,33,blue-collar,married,primary,no,827,yes,no,cellular,18,may,18,4,-1,0,unknown,no
Test,37633,53,management,married,secondary,no,2522,no,no,unknown,9,jun,478,2,-1,0,unknown,no
Test,37634,31,student,single,secondary,no,430,no,no,cellular,5,feb,129,4,-1,0,unknown,no
Test,37635,38,technician,single,secondary,no,12926,yes,no,unknown,3,jun,280,1,-1,0,unknown,no
Test,37636,25,management,single,tertiary,no,430,no,yes,cellular,27,may,145,2,-1,0,unknown,no
Test,37637,30,blue-collar,single,secondary,no,573,yes,no,unknown,12,may,116,2,-1,0,unknown,no
Test,37638,28,technician,single,tertiary,no,1628,yes,no,cellular,25,jul,1422,2,-1,0,unknown,yes
Test,37639,57,technician,married,primary,no,0,no,no,unknown,5,jun,58,8,-1,0,unknown,no
Test,37640,50,admin.,married,primary,no,82,no,no,cellular,22,aug,101,4,-1,0,unknown,no
Test,37641,26,blue-collar,single,secondary,no,2613,no,no,cellular,29,jan,435,2,-1,0,unknown,no
Test,37642,27,technician,married,secondary,no,-428,no,no,cellular,7,jul,451,1,-1,0,unknown,no
Test,37643,37,self-employed,single,tertiary,no,3759,no,no,unknown,26,jun,650,2,-1,0,unknown,no
Test,37644,47,management,married,tertiary,no,600,no,no,cellular,19,aug,290,15,-1,0,unknown,yes
Test,37645,49,blue-collar,married,primary,no,305,yes,yes,telephone,10,jul,834,10,-1,0,unknown,no
Test,37646,37,admin.,married,secondary,no,-107,yes,no,unknown,28,may,158,2,-1,0,unknown,no
Test,37647,51,technician,single,secondary,no,511,yes,yes,unknown,28,may,67,2,-1,0,unknown,no
Test,37648,39,management,married,tertiary,no,3590,no,no,cellular,8,aug,198,2,-1,0,unknown,no
Test,37649,47,admin.,married,secondary,no,328,no,no,cellular,13,aug,260,2,-1,0,unknown,no
Test,37650,75,retired,divorced,primary,no,1926,no,no,cellular,9,sep,761,1,93,5,other,no
Test,37651,42,management,married,primary,no,5310,yes,no,cellular,22,may,545,2,186,1,success,yes
Test,37652,46,admin.,single,secondary,no,19,yes,yes,cellular,18,jul,328,1,-1,0,unknown,no
Test,37653,38,technician,single,secondary,no,311,yes,no,cellular,28,may,61,2,-1,0,unknown,no
Test,37654,29,services,single,secondary,no,37,no,yes,cellular,17,jul,309,2,-1,0,unknown,no
Test,37655,49,admin.,single,secondary,no,-1193,yes,yes,unknown,3,jun,73,1,-1,0,unknown,no
Test,37656,40,services,married,primary,no,3559,yes,no,unknown,20,may,138,8,-1,0,unknown,no
Test,37657,38,technician,single,tertiary,no,1674,no,no,cellular,18,nov,333,1,-1,0,unknown,no
Test,37658,36,admin.,married,secondary,no,304,yes,no,cellular,2,feb,249,3,-1,0,unknown,no
Test,37659,35,technician,married,secondary,no,222,yes,no,cellular,18,nov,233,1,190,6,failure,no
Test,37660,51,management,married,tertiary,no,7631,no,no,cellular,20,aug,896,8,-1,0,unknown,no
Test,37661,33,blue-collar,single,tertiary,no,700,no,no,cellular,30,apr,169,1,80,2,success,yes
Test,37662,32,services,married,secondary,yes,-684,yes,no,unknown,27,may,298,3,-1,0,unknown,no
Test,37663,31,technician,single,tertiary,no,426,yes,no,unknown,23,may,82,7,-1,0,unknown,no
Test,37664,34,technician,single,secondary,yes,-14,no,no,cellular,14,aug,85,2,-1,0,unknown,no
Test,37665,55,self-employed,married,tertiary,no,0,no,no,cellular,17,nov,252,3,-1,0,unknown,no
Test,37666,57,entrepreneur,married,secondary,no,905,no,no,cellular,7,aug,121,1,-1,0,unknown,no
Test,37667,32,blue-collar,married,secondary,no,759,yes,no,cellular,9,apr,317,5,-1,0,unknown,yes
Test,37668,38,blue-collar,single,primary,no,378,yes,no,cellular,18,may,169,1,-1,0,unknown,no
Test,37669,59,management,married,tertiary,no,332,yes,yes,cellular,30,jul,35,2,-1,0,unknown,no
Test,37670,30,technician,single,secondary,no,146,yes,no,cellular,29,jan,96,1,-1,0,unknown,no
Test,37671,60,entrepreneur,married,primary,no,987,no,no,unknown,19,jun,102,13,-1,0,unknown,no
Test,37672,37,blue-collar,married,secondary,no,426,no,no,unknown,17,jun,285,1,-1,0,unknown,no
Test,37673,52,services,married,secondary,no,393,yes,yes,cellular,28,jan,446,1,182,8,failure,no
Test,37674,28,admin.,married,tertiary,no,364,yes,no,unknown,16,may,169,1,-1,0,unknown,no
Test,37675,29,blue-collar,single,secondary,no,2891,yes,no,cellular,7,may,293,1,-1,0,unknown,no
Test,37676,38,entrepreneur,divorced,secondary,no,1190,yes,no,cellular,7,dec,347,4,186,5,success,no
Test,37677,33,technician,divorced,secondary,no,558,yes,no,cellular,20,aug,109,3,-1,0,unknown,no
Test,37678,44,technician,married,secondary,no,370,no,yes,cellular,29,aug,64,4,-1,0,unknown,no
Test,37679,43,management,divorced,tertiary,no,0,yes,no,cellular,21,jul,111,1,-1,0,unknown,no
Test,37680,36,self-employed,married,tertiary,no,2012,no,no,cellular,10,feb,188,7,-1,0,unknown,no
Test,37681,56,blue-collar,married,primary,no,828,yes,no,cellular,14,may,214,1,349,1,failure,no
Test,37682,52,technician,married,tertiary,no,104,no,no,cellular,14,aug,244,2,-1,0,unknown,no
Test,37683,30,technician,married,tertiary,no,71,yes,no,cellular,25,jul,800,2,-1,0,unknown,no
Test,37684,42,technician,divorced,tertiary,no,147,yes,no,unknown,3,jun,254,21,-1,0,unknown,no
Test,37685,65,retired,married,tertiary,no,1948,no,no,cellular,2,feb,102,2,-1,0,unknown,no
Test,37686,40,management,married,tertiary,no,5010,no,no,cellular,17,nov,49,1,-1,0,unknown,no
Test,37687,54,blue-collar,married,primary,no,1087,yes,no,unknown,12,jun,77,1,-1,0,unknown,no
Test,37688,32,admin.,single,secondary,no,154,yes,no,cellular,26,apr,135,1,521,2,failure,no
Test,37689,53,technician,divorced,tertiary,no,2228,no,no,cellular,17,nov,890,1,-1,0,unknown,yes
Test,37690,40,technician,single,tertiary,no,47,yes,no,cellular,5,may,159,1,365,1,failure,no
Test,37691,27,technician,single,tertiary,no,1526,yes,no,unknown,6,jun,342,10,-1,0,unknown,no
Test,37692,30,management,single,tertiary,no,12569,no,no,cellular,18,nov,87,1,-1,0,unknown,no
Test,37693,36,housemaid,married,primary,no,531,no,no,cellular,28,apr,151,3,-1,0,unknown,no
Test,37694,21,student,single,secondary,no,491,no,no,cellular,6,aug,161,1,-1,0,unknown,no
Test,37695,31,management,married,tertiary,no,1224,yes,yes,cellular,20,nov,75,2,119,2,success,no
Test,37696,32,services,single,tertiary,no,0,no,no,cellular,28,aug,23,12,-1,0,unknown,no
Test,37697,36,admin.,single,secondary,no,0,yes,no,cellular,14,jul,80,2,-1,0,unknown,no
Test,37698,30,admin.,married,secondary,no,111,no,yes,cellular,21,nov,86,3,133,1,failure,no
Test,37699,31,technician,single,secondary,no,304,no,no,cellular,29,jan,293,2,160,2,other,no
Test,37700,55,entrepreneur,married,tertiary,no,82,no,no,cellular,3,jun,97,1,-1,0,unknown,no
Test,37701,69,technician,married,secondary,no,2661,no,no,cellular,1,sep,925,1,187,3,other,no
Test,37702,26,services,married,secondary,no,611,yes,no,unknown,29,may,177,2,-1,0,unknown,no
Test,37703,32,management,married,tertiary,no,1331,no,no,cellular,12,nov,126,1,92,5,failure,yes
Test,37704,32,management,married,tertiary,no,1501,yes,no,unknown,23,may,70,6,-1,0,unknown,no
Test,37705,25,management,single,tertiary,no,1270,yes,no,unknown,13,may,124,2,-1,0,unknown,no
Test,37706,46,housemaid,married,primary,no,0,no,no,telephone,2,feb,161,1,-1,0,unknown,no
Test,37707,52,blue-collar,married,secondary,no,-397,no,yes,cellular,4,aug,151,1,-1,0,unknown,no
Test,37708,30,unemployed,single,tertiary,no,306,no,no,unknown,26,may,372,14,-1,0,unknown,no
Test,37709,41,admin.,divorced,secondary,no,348,yes,no,unknown,27,may,233,3,-1,0,unknown,no
Test,37710,36,management,single,tertiary,no,247,no,no,unknown,21,may,354,5,-1,0,unknown,no
Test,37711,31,management,single,tertiary,no,37,no,no,cellular,8,aug,669,2,-1,0,unknown,yes
Test,37712,45,blue-collar,married,secondary,no,221,no,yes,cellular,25,aug,153,4,-1,0,unknown,no
Test,37713,25,blue-collar,married,secondary,no,-7,yes,no,unknown,5,may,365,1,-1,0,unknown,no
Test,37714,46,blue-collar,divorced,primary,no,2870,no,no,unknown,18,jun,52,6,-1,0,unknown,no
Test,37715,47,technician,married,secondary,no,293,no,no,cellular,3,mar,499,1,-1,0,unknown,yes
Test,37716,50,services,divorced,secondary,no,761,yes,no,unknown,19,may,169,1,-1,0,unknown,no
Test,37717,52,admin.,married,primary,no,2390,no,yes,cellular,19,nov,216,2,-1,0,unknown,no
Test,37718,49,entrepreneur,single,secondary,no,5802,no,no,cellular,12,aug,175,3,104,2,success,no
Test,37719,44,self-employed,married,tertiary,no,3295,no,no,unknown,9,jun,138,4,-1,0,unknown,no
Test,37720,29,admin.,single,secondary,no,1448,no,no,cellular,10,mar,217,1,184,7,other,no
Test,37721,59,blue-collar,married,secondary,no,0,no,no,telephone,24,jul,393,3,-1,0,unknown,no
Test,37722,31,management,married,tertiary,no,181,yes,no,cellular,10,jul,497,1,-1,0,unknown,no
Test,37723,27,student,single,secondary,no,585,no,no,cellular,28,jan,180,3,-1,0,unknown,no
Test,37724,31,blue-collar,married,primary,no,746,yes,yes,unknown,3,jun,25,1,-1,0,unknown,no
Test,37725,28,admin.,married,secondary,no,423,yes,no,cellular,23,jul,245,1,-1,0,unknown,no
Test,37726,51,retired,married,secondary,no,3003,yes,no,cellular,7,jul,149,3,-1,0,unknown,no
Test,37727,26,management,single,tertiary,no,194,no,no,cellular,22,apr,407,2,-1,0,unknown,yes
Test,37728,29,technician,single,secondary,yes,-33,no,yes,cellular,10,jul,171,1,-1,0,unknown,no
Test,37729,29,technician,married,primary,no,95,yes,no,cellular,21,jul,255,1,-1,0,unknown,no
Test,37730,39,technician,single,tertiary,no,1674,no,no,cellular,15,may,12,10,178,1,failure,no
Test,37731,39,admin.,divorced,tertiary,no,1087,no,yes,cellular,23,jul,85,2,-1,0,unknown,no
Test,37732,53,blue-collar,married,primary,no,751,yes,no,cellular,3,feb,1528,2,-1,0,unknown,yes
Test,37733,59,blue-collar,divorced,unknown,no,454,yes,no,cellular,10,jul,293,1,-1,0,unknown,no
Test,37734,47,technician,married,unknown,no,-598,yes,no,unknown,28,may,239,4,-1,0,unknown,no
Test,37735,38,blue-collar,married,secondary,no,622,yes,no,unknown,21,may,611,2,-1,0,unknown,yes
Test,37736,51,blue-collar,married,secondary,no,0,yes,no,unknown,5,may,173,2,-1,0,unknown,no
Test,37737,41,blue-collar,divorced,secondary,no,47,yes,no,unknown,3,jun,85,1,-1,0,unknown,no
Test,37738,57,management,married,tertiary,no,3250,no,no,cellular,20,aug,162,3,-1,0,unknown,no
Test,37739,59,admin.,married,secondary,no,3735,no,no,cellular,17,jun,243,3,91,6,success,yes
Test,37740,36,blue-collar,single,secondary,no,767,yes,no,cellular,5,may,62,1,355,2,other,no
Test,37741,34,blue-collar,married,secondary,no,29,yes,no,cellular,15,may,285,5,-1,0,unknown,yes
Test,37742,59,management,married,tertiary,no,2764,no,no,cellular,18,feb,459,1,56,3,failure,no
Test,37743,38,admin.,married,tertiary,no,1209,no,no,cellular,31,jul,98,5,-1,0,unknown,no
Test,37744,37,admin.,married,secondary,no,597,no,no,cellular,2,jun,395,1,-1,0,unknown,yes
Test,37745,33,services,divorced,secondary,no,392,yes,yes,unknown,7,may,254,1,-1,0,unknown,no
Test,37746,53,blue-collar,married,secondary,no,-71,yes,no,cellular,6,may,91,3,-1,0,unknown,no
Test,37747,32,management,single,tertiary,no,0,no,no,cellular,8,aug,282,4,-1,0,unknown,no
Test,37748,39,retired,divorced,primary,no,284,no,no,telephone,31,jul,180,8,-1,0,unknown,no
Test,37749,33,blue-collar,married,primary,no,2720,yes,no,unknown,26,may,147,3,-1,0,unknown,no
Test,37750,34,blue-collar,single,primary,no,79,no,no,telephone,10,jul,336,4,-1,0,unknown,yes
Test,37751,27,technician,single,unknown,no,0,yes,no,cellular,2,feb,168,1,-1,0,unknown,no
Test,37752,58,blue-collar,married,primary,no,3501,yes,no,unknown,15,may,544,3,-1,0,unknown,no
Test,37753,47,housemaid,married,tertiary,no,228,yes,no,cellular,22,jul,89,1,-1,0,unknown,no
Test,37754,30,self-employed,single,secondary,no,1031,no,no,unknown,20,oct,7,1,-1,0,unknown,no
Test,37755,53,services,married,secondary,no,341,no,no,cellular,12,aug,90,2,104,2,success,no
Test,37756,57,admin.,married,primary,no,202,yes,no,cellular,20,apr,207,1,346,2,failure,no
Test,37757,34,services,divorced,secondary,no,78,yes,no,unknown,7,may,35,3,-1,0,unknown,no
Test,37758,29,student,single,secondary,no,1124,no,no,unknown,24,aug,26,1,-1,0,unknown,no
Test,37759,30,admin.,single,secondary,no,910,no,no,cellular,21,nov,298,2,-1,0,unknown,no
Test,37760,72,retired,married,secondary,no,6253,no,no,telephone,7,sep,456,1,-1,0,unknown,no
Test,37761,52,blue-collar,single,secondary,no,288,yes,no,cellular,8,jul,159,2,-1,0,unknown,no
Test,37762,55,management,married,unknown,yes,-171,yes,no,unknown,15,may,30,2,-1,0,unknown,no
Test,37763,38,services,married,secondary,no,-768,yes,yes,cellular,16,jul,57,2,-1,0,unknown,no
Test,37764,52,technician,married,tertiary,no,0,no,no,cellular,28,aug,84,15,-1,0,unknown,no
Test,37765,30,technician,married,secondary,no,384,no,no,cellular,25,aug,73,3,-1,0,unknown,no
Test,37766,50,technician,married,secondary,no,0,yes,no,cellular,17,nov,114,4,168,2,failure,no
Test,37767,51,unemployed,married,secondary,no,2439,no,no,cellular,19,nov,118,1,-1,0,unknown,no
Test,37768,52,management,married,tertiary,no,1415,no,no,cellular,4,aug,163,1,-1,0,unknown,no
Test,37769,37,management,married,tertiary,no,6771,no,no,cellular,5,mar,319,1,-1,0,unknown,yes
Test,37770,42,blue-collar,married,primary,no,205,yes,no,cellular,17,apr,582,1,-1,0,unknown,no
Test,37771,48,admin.,married,primary,no,4459,yes,no,cellular,3,apr,439,2,240,1,failure,no
Test,37772,36,technician,married,secondary,no,2394,no,no,cellular,14,aug,184,2,-1,0,unknown,no
Test,37773,51,housemaid,married,secondary,no,3984,no,no,unknown,20,jun,7,12,-1,0,unknown,no
Test,37774,33,admin.,single,secondary,no,92,no,no,cellular,18,jul,157,3,-1,0,unknown,no
Test,37775,31,management,married,tertiary,no,163,yes,yes,telephone,10,nov,107,1,-1,0,unknown,no
Test,37776,39,services,divorced,secondary,no,5873,no,no,cellular,17,apr,280,1,344,2,failure,no
Test,37777,41,admin.,single,secondary,no,90,yes,no,cellular,15,may,77,2,347,4,failure,no
Test,37778,33,management,single,tertiary,no,-67,yes,no,unknown,5,may,364,1,-1,0,unknown,no
Test,37779,23,services,single,tertiary,no,363,yes,no,unknown,30,may,16,18,-1,0,unknown,no
Test,37780,28,admin.,single,tertiary,no,373,yes,no,cellular,4,feb,126,1,-1,0,unknown,no
Test,37781,28,technician,single,secondary,no,2335,no,no,cellular,13,may,624,1,-1,0,unknown,yes
Test,37782,35,entrepreneur,married,tertiary,no,512,yes,no,unknown,30,may,659,1,-1,0,unknown,no
Test,37783,35,admin.,married,secondary,no,530,yes,no,unknown,6,may,149,1,-1,0,unknown,no
Test,37784,40,entrepreneur,married,secondary,no,264,yes,no,unknown,14,may,222,2,-1,0,unknown,no
Test,37785,36,management,single,tertiary,no,3850,yes,no,cellular,12,aug,239,2,100,4,failure,yes
Test,37786,35,management,single,tertiary,no,592,no,yes,unknown,14,may,192,1,-1,0,unknown,no
Test,37787,43,technician,divorced,unknown,no,205,yes,no,unknown,5,may,1419,1,-1,0,unknown,no
Test,37788,35,management,married,tertiary,yes,-10,yes,no,cellular,15,may,168,2,364,1,other,no
Test,37789,25,services,married,secondary,no,50,yes,no,unknown,5,may,342,1,-1,0,unknown,no
Test,37790,59,retired,divorced,tertiary,no,3444,no,no,cellular,10,aug,252,1,185,2,success,yes
Test,37791,51,technician,married,secondary,no,1490,yes,no,cellular,2,feb,177,1,199,2,failure,no
Test,37792,32,management,married,tertiary,no,3651,yes,no,cellular,20,nov,142,3,-1,0,unknown,no
Test,37793,39,housemaid,married,secondary,no,365,yes,no,unknown,7,may,274,4,-1,0,unknown,no
Test,37794,41,self-employed,single,tertiary,no,428,yes,no,cellular,11,may,106,1,-1,0,unknown,no
Test,37795,28,technician,single,secondary,no,227,no,no,cellular,30,apr,278,1,-1,0,unknown,yes
Test,37796,59,retired,divorced,secondary,no,284,no,yes,unknown,4,jun,265,2,-1,0,unknown,no
Test,37797,30,technician,single,tertiary,no,106,yes,no,cellular,13,may,119,3,-1,0,unknown,no
Test,37798,29,self-employed,married,tertiary,no,2305,no,no,cellular,27,may,82,2,-1,0,unknown,no
Test,37799,57,retired,married,tertiary,no,1029,no,yes,cellular,8,jul,203,1,-1,0,unknown,no
Test,37800,66,retired,married,secondary,no,203,no,no,cellular,7,jul,376,1,-1,0,unknown,yes
Test,37801,34,housemaid,married,tertiary,no,5011,yes,no,unknown,9,jun,311,2,-1,0,unknown,no
Test,37802,38,self-employed,single,secondary,no,4056,no,no,unknown,11,jun,69,2,-1,0,unknown,no
Test,37803,75,retired,married,primary,no,1413,no,no,cellular,1,sep,532,2,188,2,success,yes
Test,37804,32,technician,divorced,tertiary,no,2558,no,no,unknown,5,may,148,2,-1,0,unknown,no
Test,37805,39,housemaid,divorced,primary,no,239,no,no,cellular,29,aug,204,2,-1,0,unknown,no
Test,37806,32,technician,single,secondary,no,0,no,no,cellular,18,aug,594,4,-1,0,unknown,yes
Test,37807,42,management,married,tertiary,no,1823,yes,no,unknown,13,may,31,1,-1,0,unknown,no
Test,37808,54,entrepreneur,married,secondary,no,0,no,yes,cellular,15,jul,209,4,-1,0,unknown,no
Test,37809,37,blue-collar,married,primary,no,508,yes,yes,cellular,15,may,340,1,-1,0,unknown,no
Test,37810,56,management,divorced,tertiary,no,2189,no,no,cellular,4,feb,180,1,-1,0,unknown,no
Test,37811,27,blue-collar,single,secondary,no,1150,yes,no,unknown,14,may,282,1,-1,0,unknown,no
Test,37812,49,management,divorced,tertiary,no,169,yes,no,unknown,28,may,174,1,-1,0,unknown,no
Test,37813,35,technician,married,secondary,no,51,yes,no,unknown,14,may,824,2,-1,0,unknown,no
Test,37814,51,technician,married,secondary,no,980,no,no,cellular,6,sep,114,2,-1,0,unknown,no
Test,37815,50,admin.,married,tertiary,no,0,no,no,telephone,29,aug,253,2,-1,0,unknown,no
Test,37816,55,management,married,tertiary,no,1713,no,no,cellular,27,aug,88,5,-1,0,unknown,no
Test,37817,57,retired,married,secondary,no,1230,no,no,cellular,22,feb,200,1,-1,0,unknown,no
Test,37818,54,technician,divorced,secondary,no,0,yes,no,cellular,28,jan,87,2,-1,0,unknown,no
Test,37819,61,housemaid,married,primary,no,182,no,no,cellular,9,nov,335,1,92,13,failure,no
Test,37820,32,housemaid,married,primary,no,2678,no,no,cellular,18,aug,779,9,-1,0,unknown,no
Test,37821,42,blue-collar,married,secondary,no,1540,yes,yes,cellular,18,nov,158,1,-1,0,unknown,no
Test,37822,37,housemaid,single,secondary,no,1358,no,no,telephone,28,jan,119,1,-1,0,unknown,no
Test,37823,29,admin.,single,secondary,no,710,yes,yes,cellular,15,may,51,1,345,2,failure,no
Test,37824,35,blue-collar,married,secondary,no,1055,no,no,unknown,18,nov,150,2,-1,0,unknown,yes
Test,37825,51,blue-collar,married,unknown,no,41,yes,no,telephone,9,jul,16,43,-1,0,unknown,no
Test,37826,44,management,single,tertiary,no,3812,no,no,cellular,20,nov,172,2,-1,0,unknown,no
Test,37827,35,technician,married,secondary,no,-1041,yes,yes,cellular,18,aug,105,4,-1,0,unknown,no
Test,37828,57,entrepreneur,married,secondary,no,2464,no,no,cellular,1,jun,113,1,-1,0,unknown,no
Test,37829,36,blue-collar,single,secondary,no,3508,yes,no,cellular,7,apr,183,1,266,3,failure,no
Test,37830,30,technician,married,secondary,no,289,yes,no,cellular,14,aug,1184,4,-1,0,unknown,yes
Test,37831,83,retired,married,unknown,no,4216,no,no,cellular,12,oct,92,1,-1,0,unknown,no
Test,37832,27,services,single,secondary,no,44,no,no,unknown,7,sep,11,1,-1,0,unknown,no
