Group,Seq nr,age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome
Training,4454,48,technician,married,secondary,no,23495,no,no,cellular,22,aug,63,8,-1,0,unknown
Training,4455,36,management,single,tertiary,no,188,no,no,cellular,29,jan,55,2,-1,0,unknown
Training,4456,55,technician,married,unknown,no,851,yes,no,cellular,30,jan,138,1,270,2,failure
Training,4457,43,blue-collar,married,primary,no,8014,no,no,unknown,16,jun,523,1,-1,0,unknown
Training,4458,34,management,married,tertiary,no,436,yes,no,cellular,17,apr,28,1,345,1,failure
Training,4459,49,technician,single,secondary,no,1245,no,no,cellular,29,apr,115,2,198,2,failure
Training,4460,46,technician,married,secondary,no,190,yes,no,cellular,12,aug,370,2,-1,0,unknown
Training,4461,36,blue-collar,single,primary,no,263,yes,no,unknown,15,may,172,2,-1,0,unknown
Training,4462,48,management,married,tertiary,no,1808,yes,no,cellular,26,feb,245,1,-1,0,unknown
Training,4463,32,self-employed,single,secondary,no,-616,yes,no,cellular,11,may,74,1,-1,0,unknown
Training,4464,33,admin.,married,secondary,no,177,yes,no,cellular,11,may,100,1,-1,0,unknown
Training,4465,42,technician,married,secondary,no,0,yes,no,unknown,14,may,833,1,-1,0,unknown
Training,4466,49,technician,married,tertiary,no,523,yes,no,cellular,3,mar,152,2,-1,0,unknown
Training,4467,29,entrepreneur,married,secondary,no,926,yes,no,cellular,15,jul,169,2,-1,0,unknown
Training,4468,37,management,single,secondary,no,793,no,no,cellular,7,oct,130,1,-1,0,unknown
Training,4469,50,blue-collar,married,secondary,no,0,no,no,cellular,30,jul,144,9,-1,0,unknown
Training,4470,46,admin.,married,secondary,no,-143,yes,no,unknown,23,may,1034,9,-1,0,unknown
Training,4471,32,management,divorced,tertiary,no,1486,yes,no,cellular,21,jul,151,2,-1,0,unknown
Training,4472,60,retired,married,secondary,no,11,no,no,cellular,29,jun,265,1,586,2,failure
Training,4473,24,technician,single,secondary,no,1298,no,no,cellular,1,sep,86,1,-1,0,unknown
Training,4474,46,admin.,single,secondary,no,1693,yes,no,cellular,25,jan,137,1,97,1,success
Training,4475,55,services,married,secondary,no,879,no,no,cellular,28,aug,183,8,-1,0,unknown
Training,4476,31,unemployed,single,secondary,no,582,yes,no,cellular,5,jun,548,2,-1,0,unknown
Training,4477,35,admin.,single,secondary,no,182,yes,no,unknown,3,jun,117,1,-1,0,unknown
Training,4478,57,management,married,tertiary,no,1631,yes,no,cellular,2,apr,254,2,261,3,failure
Training,4479,41,management,married,tertiary,no,4,yes,no,cellular,15,jul,63,2,-1,0,unknown
Training,4480,63,retired,divorced,secondary,no,1490,no,no,cellular,8,jun,506,1,-1,0,unknown
Training,4481,30,services,single,tertiary,no,717,yes,yes,cellular,15,may,116,1,-1,0,unknown
Training,4482,34,management,single,tertiary,no,2646,no,no,cellular,14,apr,142,1,-1,0,unknown
Training,4483,53,blue-collar,married,secondary,no,-8,no,no,cellular,5,aug,794,1,-1,0,unknown
Training,4484,33,services,single,secondary,no,91,no,yes,unknown,28,may,376,3,-1,0,unknown
Training,4485,29,self-employed,single,tertiary,no,871,yes,no,cellular,2,jun,310,1,-1,0,unknown
Training,4486,36,blue-collar,married,unknown,no,6,no,no,unknown,20,jun,41,7,-1,0,unknown
Training,4487,34,management,married,tertiary,no,1674,yes,no,cellular,10,mar,113,1,210,7,failure
Training,4488,34,blue-collar,married,primary,no,351,no,yes,cellular,14,jul,326,11,-1,0,unknown
Training,4489,48,blue-collar,married,secondary,no,426,yes,yes,cellular,5,feb,153,2,177,2,failure
Training,4490,34,services,divorced,secondary,no,797,yes,no,cellular,20,nov,88,1,126,1,failure
Training,4491,35,blue-collar,single,primary,no,-269,yes,no,unknown,9,jun,96,10,-1,0,unknown
Training,4492,35,blue-collar,single,unknown,no,88,no,no,cellular,13,may,272,2,-1,0,unknown
Training,4493,46,housemaid,married,primary,no,269,no,no,cellular,8,aug,188,5,-1,0,unknown
Training,4494,48,blue-collar,married,secondary,no,1230,yes,no,cellular,12,nov,169,1,196,2,success
Training,4495,31,management,single,tertiary,no,16,no,no,cellular,20,nov,73,1,-1,0,unknown
Training,4496,59,technician,divorced,secondary,no,2396,no,no,cellular,20,nov,488,1,-1,0,unknown
Training,4497,38,blue-collar,married,primary,no,2322,no,no,unknown,19,jun,207,1,-1,0,unknown
Training,4498,50,admin.,single,secondary,no,5816,yes,no,telephone,18,nov,119,2,-1,0,unknown
Training,4499,31,management,single,tertiary,no,1130,yes,no,cellular,17,apr,224,3,74,4,failure
Training,4500,49,management,married,unknown,no,0,no,no,cellular,19,nov,99,2,-1,0,unknown
Training,4501,31,self-employed,single,tertiary,no,275,no,no,cellular,14,sep,99,3,-1,0,unknown
Training,4502,35,entrepreneur,married,primary,no,-394,yes,no,cellular,20,nov,217,3,-1,0,unknown
Training,4503,52,admin.,married,secondary,no,941,no,no,cellular,4,feb,89,2,-1,0,unknown
Training,4504,46,management,married,tertiary,no,4301,yes,yes,cellular,18,nov,50,1,183,2,failure
Training,4505,53,admin.,married,secondary,no,7598,yes,no,unknown,23,may,27,7,-1,0,unknown
Training,4506,37,blue-collar,married,secondary,no,-67,no,no,cellular,2,feb,157,1,-1,0,unknown
Training,4507,57,housemaid,married,primary,no,571,no,no,cellular,26,mar,181,2,-1,0,unknown
Training,4508,43,management,married,tertiary,no,40,no,no,cellular,10,feb,147,1,-1,0,unknown
Training,4509,55,retired,divorced,secondary,no,282,yes,no,unknown,5,jun,99,2,-1,0,unknown
Training,4510,49,entrepreneur,married,primary,no,-63,yes,no,unknown,14,may,416,2,-1,0,unknown
Training,4511,56,technician,married,secondary,no,170,yes,no,cellular,5,may,200,2,294,4,other
Training,4512,47,management,married,tertiary,no,33,yes,yes,unknown,20,jun,14,25,-1,0,unknown
Training,4513,31,blue-collar,married,primary,no,2198,no,no,cellular,21,nov,423,2,172,2,failure
Training,4514,36,management,divorced,tertiary,no,1406,yes,no,cellular,18,aug,266,4,-1,0,unknown
Training,4515,45,services,single,secondary,no,-139,yes,no,unknown,9,may,663,3,-1,0,unknown
Training,4516,51,management,married,tertiary,no,25856,no,no,cellular,14,aug,129,2,-1,0,unknown
Training,4517,52,blue-collar,divorced,secondary,no,1912,yes,yes,cellular,28,jul,123,2,-1,0,unknown
Training,4518,46,technician,married,secondary,no,2149,yes,no,cellular,15,apr,282,2,-1,0,unknown
Training,4519,50,technician,married,secondary,no,0,no,no,cellular,7,jul,152,2,-1,0,unknown
Training,4520,39,services,single,secondary,no,-388,yes,no,unknown,16,may,1135,2,-1,0,unknown
Training,4521,56,retired,married,tertiary,no,811,no,no,cellular,14,aug,148,19,-1,0,unknown
Training,4522,35,blue-collar,divorced,secondary,no,0,yes,no,unknown,8,may,477,1,-1,0,unknown
Training,4523,45,blue-collar,married,primary,no,-485,yes,no,cellular,7,aug,122,2,-1,0,unknown
Training,4524,26,management,married,tertiary,no,784,yes,yes,cellular,5,may,247,2,358,2,failure
Training,4525,60,blue-collar,married,secondary,no,1130,no,no,cellular,14,jul,64,2,-1,0,unknown
Training,4526,44,technician,married,secondary,no,2626,yes,no,cellular,18,nov,170,2,188,3,failure
Training,4527,43,unknown,single,unknown,no,181,no,no,telephone,28,jan,41,1,-1,0,unknown
Training,4528,27,technician,single,secondary,no,1693,yes,no,unknown,26,may,101,2,-1,0,unknown
Training,4529,52,technician,married,unknown,no,9687,yes,no,unknown,29,may,936,1,-1,0,unknown
Training,4530,52,blue-collar,married,primary,no,2977,no,no,cellular,18,aug,286,5,-1,0,unknown
Training,4531,42,management,divorced,tertiary,no,0,no,no,cellular,17,nov,116,1,-1,0,unknown
Training,4532,33,student,married,secondary,no,0,no,no,cellular,21,jul,100,1,-1,0,unknown
Training,4533,27,admin.,divorced,secondary,no,112,yes,no,unknown,19,may,104,1,-1,0,unknown
Training,4534,31,admin.,single,secondary,no,160,yes,yes,unknown,20,may,233,2,-1,0,unknown
Training,4535,49,blue-collar,single,primary,no,2623,yes,no,unknown,15,may,291,2,-1,0,unknown
Training,4536,65,management,married,tertiary,no,1097,no,no,cellular,12,jan,131,1,196,1,other
Training,4537,26,admin.,single,secondary,no,321,yes,no,cellular,22,jul,242,7,-1,0,unknown
Training,4538,33,management,married,tertiary,no,110,yes,yes,cellular,17,apr,125,4,-1,0,unknown
Training,4539,50,management,married,secondary,no,2910,no,no,telephone,29,jul,790,1,-1,0,unknown
Training,4540,46,management,married,tertiary,no,212,yes,no,cellular,29,aug,515,3,-1,0,unknown
Training,4541,35,entrepreneur,married,tertiary,no,1859,yes,no,cellular,14,jul,227,2,-1,0,unknown
Training,4542,52,management,married,tertiary,no,1111,no,no,unknown,5,jun,17,1,-1,0,unknown
Training,4543,25,services,married,secondary,no,10,yes,no,cellular,17,jul,114,1,-1,0,unknown
Training,4544,48,blue-collar,married,primary,no,193,no,yes,cellular,25,aug,64,10,-1,0,unknown
Training,4545,53,admin.,married,unknown,no,0,no,no,cellular,19,aug,160,3,-1,0,unknown
Training,4546,36,management,married,tertiary,no,1014,yes,no,unknown,4,jun,34,2,-1,0,unknown
Training,4547,54,technician,divorced,secondary,no,320,no,no,cellular,6,aug,254,4,-1,0,unknown
Training,4548,26,student,single,tertiary,no,0,yes,no,unknown,28,may,124,1,-1,0,unknown
Training,4549,30,management,married,tertiary,no,5204,yes,no,cellular,19,nov,117,1,-1,0,unknown
Training,4550,27,unemployed,single,primary,no,9,no,yes,cellular,9,jul,919,2,-1,0,unknown
Training,4551,49,admin.,divorced,secondary,no,1709,yes,no,unknown,12,jun,106,1,-1,0,unknown
Training,4552,46,management,single,secondary,no,244,yes,no,unknown,15,may,244,1,-1,0,unknown
Training,4553,48,blue-collar,divorced,primary,no,19,no,yes,unknown,4,jul,327,1,-1,0,unknown
Training,4554,37,technician,single,secondary,no,1127,yes,no,cellular,20,apr,249,2,-1,0,unknown
Training,4555,27,technician,single,unknown,no,59,no,no,cellular,15,jul,792,4,-1,0,unknown
Training,4556,46,management,divorced,secondary,no,361,yes,no,unknown,19,may,86,7,-1,0,unknown
Training,4557,33,admin.,married,secondary,no,-167,yes,no,unknown,26,may,121,1,-1,0,unknown
Training,4558,53,blue-collar,married,secondary,no,684,yes,yes,cellular,10,jul,197,1,-1,0,unknown
Training,4559,31,blue-collar,married,primary,no,242,no,no,cellular,29,jan,24,1,-1,0,unknown
Training,4560,55,services,divorced,primary,no,2923,yes,no,unknown,15,may,104,2,-1,0,unknown
Training,4561,38,blue-collar,married,secondary,no,4586,yes,no,unknown,8,may,784,1,-1,0,unknown
Training,4562,42,technician,married,secondary,no,2152,no,no,cellular,1,jul,113,2,93,4,failure
Training,4563,47,technician,married,primary,no,12531,yes,no,unknown,30,may,888,3,-1,0,unknown
Training,4564,40,admin.,married,secondary,no,1060,yes,no,cellular,17,apr,14,3,-1,0,unknown
Training,4565,59,retired,married,primary,no,6,no,no,cellular,7,aug,448,3,-1,0,unknown
Training,4566,44,blue-collar,single,secondary,no,-435,yes,no,unknown,27,may,141,2,-1,0,unknown
Training,4567,39,blue-collar,married,primary,no,8637,yes,no,telephone,20,apr,78,1,313,1,failure
Training,4568,32,technician,single,tertiary,no,4,yes,no,cellular,30,apr,311,1,-1,0,unknown
Training,4569,29,management,married,tertiary,no,760,no,yes,cellular,17,apr,82,2,-1,0,unknown
Training,4570,32,technician,single,tertiary,no,1534,no,no,cellular,2,feb,199,2,-1,0,unknown
Training,4571,32,blue-collar,married,secondary,no,-103,yes,no,cellular,14,may,298,1,-1,0,unknown
Training,4572,29,blue-collar,single,secondary,no,2806,no,no,cellular,15,oct,294,1,93,5,other
Training,4573,36,technician,married,secondary,no,-257,no,no,cellular,8,jul,24,26,-1,0,unknown
Training,4574,39,admin.,divorced,tertiary,no,1176,no,no,cellular,22,feb,327,1,-1,0,unknown
Training,4575,41,technician,married,secondary,no,1190,no,no,cellular,25,aug,69,4,-1,0,unknown
Training,4576,42,blue-collar,single,secondary,no,625,no,no,unknown,19,jun,651,3,-1,0,unknown
Training,4577,43,management,married,tertiary,no,348,no,yes,cellular,15,jul,88,3,-1,0,unknown
Training,4578,37,management,divorced,secondary,no,1448,yes,no,cellular,20,apr,196,2,283,2,failure
Training,4579,26,unknown,divorced,secondary,no,-295,yes,no,cellular,7,may,556,1,-1,0,unknown
Training,4580,31,technician,married,secondary,no,0,yes,yes,cellular,28,jan,71,1,223,9,other
Training,4581,28,blue-collar,married,secondary,no,1331,yes,yes,unknown,19,jun,267,2,-1,0,unknown
Training,4582,36,management,single,tertiary,no,0,yes,no,unknown,29,may,211,6,-1,0,unknown
Training,4583,47,blue-collar,married,unknown,no,496,no,yes,cellular,16,jul,151,4,-1,0,unknown
Training,4584,51,management,married,tertiary,no,5343,no,no,cellular,18,nov,54,1,-1,0,unknown
Training,4585,47,management,married,secondary,no,458,no,no,cellular,18,nov,66,1,-1,0,unknown
Training,4586,48,management,divorced,tertiary,no,351,yes,no,cellular,7,apr,725,3,-1,0,unknown
Training,4587,33,technician,married,secondary,no,218,yes,yes,cellular,10,aug,162,1,161,4,failure
Training,4588,32,entrepreneur,married,tertiary,no,28,no,no,cellular,5,aug,287,1,-1,0,unknown
Training,4589,30,blue-collar,single,secondary,no,1073,yes,no,cellular,5,may,1130,4,-1,0,unknown
Training,4590,49,admin.,married,secondary,no,1697,yes,no,cellular,19,nov,236,1,-1,0,unknown
Training,4591,39,management,married,tertiary,no,0,yes,yes,cellular,17,jul,301,1,-1,0,unknown
Training,4592,46,housemaid,married,secondary,no,505,no,no,cellular,28,aug,26,7,-1,0,unknown
Training,4593,28,technician,single,tertiary,no,-594,yes,yes,cellular,15,may,296,2,353,2,other
Training,4594,29,management,single,tertiary,no,765,no,no,cellular,16,nov,238,1,-1,0,unknown
Training,4595,41,blue-collar,married,secondary,yes,720,no,yes,cellular,24,jul,651,1,-1,0,unknown
Training,4596,39,blue-collar,married,primary,no,481,yes,no,unknown,29,may,376,1,-1,0,unknown
Training,4597,45,blue-collar,married,secondary,no,827,yes,yes,cellular,8,aug,201,2,-1,0,unknown
Training,4598,57,retired,married,tertiary,no,478,no,no,cellular,30,apr,70,1,84,1,failure
Training,4599,46,admin.,single,secondary,no,533,no,no,cellular,22,may,71,1,-1,0,unknown
Training,4600,26,blue-collar,married,primary,no,104,yes,no,cellular,4,may,230,6,360,2,other
Training,4601,43,admin.,single,secondary,no,250,yes,no,cellular,4,feb,390,2,-1,0,unknown
Training,4602,46,technician,married,secondary,no,778,yes,no,cellular,8,aug,71,10,-1,0,unknown
Training,4603,31,management,married,tertiary,no,3914,no,yes,cellular,29,jan,266,1,-1,0,unknown
Training,4604,40,technician,married,secondary,no,8844,no,no,cellular,8,aug,204,1,-1,0,unknown
Training,4605,36,admin.,single,secondary,no,281,no,no,cellular,9,jul,225,2,-1,0,unknown
Training,4606,38,technician,married,secondary,no,27,yes,no,unknown,3,jun,404,4,-1,0,unknown
Training,4607,38,admin.,married,secondary,no,-762,no,no,unknown,29,may,165,1,-1,0,unknown
Training,4608,45,entrepreneur,married,primary,no,2418,yes,no,unknown,14,may,120,1,-1,0,unknown
Training,4609,28,management,married,tertiary,no,893,no,no,cellular,18,jan,204,2,94,2,success
Training,4610,33,technician,single,secondary,no,827,yes,no,cellular,12,aug,58,4,-1,0,unknown
Training,4611,31,management,married,tertiary,no,3160,yes,no,cellular,26,apr,688,2,-1,0,unknown
Training,4612,31,blue-collar,married,tertiary,no,433,no,yes,cellular,3,feb,114,1,-1,0,unknown
Training,4613,53,admin.,single,secondary,no,393,no,no,cellular,29,jan,69,1,-1,0,unknown
Training,4614,42,unemployed,single,secondary,no,1523,yes,no,cellular,2,feb,736,1,-1,0,unknown
Training,4615,50,technician,married,secondary,no,0,no,no,telephone,22,aug,295,5,-1,0,unknown
Training,4616,73,retired,married,secondary,no,250,no,no,telephone,31,aug,245,4,-1,0,unknown
Training,4617,51,admin.,married,unknown,yes,-12,no,no,cellular,20,aug,18,7,-1,0,unknown
Training,4618,39,technician,single,unknown,no,75,no,no,unknown,6,jun,26,1,-1,0,unknown
Training,4619,33,technician,married,tertiary,no,599,yes,no,cellular,29,aug,461,2,-1,0,unknown
Training,4620,25,student,single,tertiary,no,1189,no,no,cellular,3,jun,165,1,-1,0,unknown
Training,4621,31,services,married,secondary,no,-214,yes,no,unknown,27,may,198,1,-1,0,unknown
Training,4622,44,self-employed,married,tertiary,no,425,no,no,unknown,6,jun,147,1,-1,0,unknown
Training,4623,32,blue-collar,married,secondary,no,501,yes,yes,unknown,30,may,43,5,-1,0,unknown
Training,4624,41,self-employed,married,secondary,no,634,yes,no,cellular,16,jul,239,2,-1,0,unknown
Training,4625,31,admin.,married,secondary,no,236,yes,yes,telephone,4,may,211,3,-1,0,unknown
Training,4626,39,entrepreneur,married,secondary,no,1171,no,yes,cellular,21,nov,205,2,-1,0,unknown
Training,4627,55,services,married,secondary,no,3546,yes,yes,cellular,18,nov,588,1,110,2,failure
Training,4628,61,retired,married,secondary,no,3114,no,no,cellular,13,nov,381,1,-1,0,unknown
Training,4629,38,services,married,secondary,no,-224,yes,yes,unknown,21,may,222,1,-1,0,unknown
Training,4630,31,blue-collar,single,secondary,no,1565,yes,no,cellular,21,nov,290,6,-1,0,unknown
Training,4631,40,student,married,secondary,no,260,no,no,cellular,19,nov,52,1,152,6,failure
Training,4632,62,unknown,married,secondary,no,367,no,no,telephone,7,sep,221,1,189,5,failure
Training,4633,42,management,single,tertiary,no,1146,yes,no,unknown,15,may,98,2,-1,0,unknown
Training,4634,29,management,married,secondary,no,160,no,no,cellular,9,feb,844,2,-1,0,unknown
Training,4635,42,admin.,single,secondary,no,426,yes,no,cellular,11,jul,636,2,-1,0,unknown
Training,4636,29,admin.,single,secondary,no,356,yes,no,unknown,9,may,106,1,-1,0,unknown
Training,4637,44,technician,married,secondary,no,296,yes,yes,unknown,5,jun,169,1,-1,0,unknown
Training,4638,33,services,married,secondary,no,5499,yes,no,unknown,20,may,231,1,-1,0,unknown
Training,4639,32,student,single,tertiary,no,0,no,no,cellular,6,aug,101,5,3,6,other
Training,4640,43,management,married,tertiary,no,0,yes,no,cellular,17,nov,110,1,-1,0,unknown
Training,4641,55,blue-collar,married,secondary,no,-157,no,no,cellular,6,feb,354,5,-1,0,unknown
Training,4642,33,management,single,tertiary,no,153,yes,no,cellular,2,feb,405,1,-1,0,unknown
Training,4643,42,entrepreneur,married,primary,no,558,yes,no,cellular,6,may,186,2,-1,0,unknown
Training,4644,32,management,married,tertiary,no,3442,no,no,cellular,18,nov,475,1,-1,0,unknown
Training,4645,31,management,married,secondary,no,625,yes,no,cellular,20,nov,136,1,-1,0,unknown
Training,4646,51,retired,married,primary,no,67,no,no,unknown,18,jun,835,1,-1,0,unknown
